id,name,description,created_at,updated_at,url
1,Apple-Lemon Smoothie,Apple-Lemon\n2 apples\n1/2 lemon juiced\n1 whole carrot\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 195 | Fat: 0.7g (grams) | Protein: 4.1g | Carbs: 53.6g | Calcium: 15% | Vitamin A: 255% | Vitamin C: 138%,2014-03-26 02:10:50.358710,2014-03-26 02:10:50.358710,http://www.incrediblesmoothies.com/recipes/apple-smoothie-recipes-and-nutrition/
128,Strawberry-Grape Smoothie,1 cup whole strawberries\n1 cup red grapes\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1 whole carrot\n1/2 cup water if needed\n\nCalories: 292 | Fat: 1.1g (grams) | Protein: 4.5g | Carbs: 75.7g | Calcium: 15% | Vitamin A: 256% | Vitamin C: 229%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/strawberry-smoothie-recipes-and-nutrition/
129,Tangerberry-Banana Smoothie,2 tangerines, peeled and deseeded\n1 cup whole strawberries (or other berry)\n1 whole banana, peeled\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of water or tangerine juice\n\nCalories: 258 | Fat: 1.6g (gram) | Protein: 5.4g | Carbs: 63.7g | Calcium: 15% | Iron: 2.8 mg | Vitamin A: 231% | Vitamin C: 176%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
130,Tangerine-Papaya Smoothie,2 tangerines, peeled and deseeded\n2 cups papaya, cubed\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of water or tangerine juice\n\nCalories: 216 | Fat: 1.2g (grams) | Protein: 4.8g | Carbs: 53.1g | Calcium: 19% | Iron: 2.2 mg | Vitamin A: 330% | Vitamin C: 263%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
131,Tangerine-Coconut Smoothie,2 tangerines, peeled and deseeded\n1 young green or Thai coconut (meat)\n1 banana (or 2 cups papaya, cubed)\n2 cups fresh baby spinach (or other leafy green)\n2 celery stalks (optional)\n4-6 ounces of coconut water\n\nCalories: 411 | Fat: 4.8g (grams) | Protein: 9g | Carbs: 91g | Calcium: 18% | Iron: 2.4 mg | Vitamin A: 242% | Vitamin C: 85%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
132,Tangerine-Guava Smoothie,2 tangerines, peeled and deseeded\n1 apple or pear, cored (you can use banana, too)\n3 guavas, peeled and seeds removed\n2 stalks of celery\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of water or tangerine juice\n\nCalories: 327 | Fat: 2.8g (grams) | Protein: 8.4g | Carbs: 77g | Calcium: 20% | Iron: 2.7 mg | Vitamin A: 277% | Vitamin C: 502%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
133,Tangerine-Pineapple Smoothie,2 tangerines, peeled and deseeded\n2 cups pineapple (cubed)\n1 banana (or 2 cups papaya, cubed)\n2 stalks of celery\n2 cups fresh baby spinach (or other leafy green)\n8 ounces of water or tangerine juice\n\nCalories: 390 | Fat: 1.7g (grams) | Protein: 6.8g | Carbs: 98.3g | Calcium: 21% | Iron: 3.3 mg | Vitamin A: 248% | Vitamin C: 260%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tangerine-smoothie-recipes-and-nutrition/
134,Watermelon-Banana Smoothie,2 cups seedless watermelon\n1 whole banana\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 223 | Fat: 0.4g (grams) | Protein: 4.4g | Carbs: 45.6g | Calcium: 10% | Vitamin A: 99% | Vitamin C: 81%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
135,Watermelon-Strawberry Smoothie,2 cups seedless watermelon\n1 cup whole strawberries\n2 cups fresh baby spinach (or other leafy green)\n½ vine tomatoes (optional)\n1/2 cup water if needed\n\nCalories: 162 | Fat: 0.5g (grams) | Protein: 4.6g | Carbs: 26.6g | Calcium: 12% | Vitamin A: 105% | Vitamin C: 226%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
136,Watermelon-Apple Smoothie,2 cups seedless watermelon\n1 apple\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water if needed\n\nCalories: 270 | Fat: 0.4g (grams) | Protein: 3.9g | Carbs: 59.3g | Calcium: 11% | Vitamin A: 99% | Vitamin C: 84%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
137,Watermelon-Orange Smoothie,2 cups seedless watermelon\n1 orange\n1 banana\n2 cups fresh baby spinach (or other leafy green)\nAdd water if needed\n\nCalories: 285 | Fat: 0.6g (grams) | Protein: 5.6g | Carbs: 61g | Calcium: 15% | Vitamin A: 105% | Vitamin C: 217%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
138,Watermelon-Peach Smoothie,2 cups seedless watermelon\n1 peach\n1/2 cup whole strawberries\n2 cups fresh baby spinach (or other leafy green)\n½ cup water if needed\n\nCalories: 163 | Fat: 0.4g (grams) | Protein: 4.3g | Carbs: 29.4g | Calcium: 11% | Vitamin A: 103% | Vitamin C: 143%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
139,Watermelon-Strawberry Smoothie,2 cups seedless watermelon\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n½ cup water if needed\n\nCalories: 198 | Fat: 0.2g (grams) | Protein: 3.5g | Carbs: 40.2g | Calcium: 10% | Vitamin A: 98% | Vitamin C: 73%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/watermelon-smoothie-recipes-and-nutrition/
140,Coconut-Peach Smoothie,1/2-1 cup coconut water\nMeat from one young coconut\n1 medium to large peach\n2 cups fresh baby spinach (or other leafy green)\n\nCalories: 188 | Fat: 3.5g (grams) | Protein: 4.9g | Carbs: 40.3g | Calcium: 21-26% | Vitamin A: 86% | Vitamin C: 51%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/coconut-smoothie-recipes/
141,Coconut-Mango-Kiwi Smoothie,1/2-1 cup coconut water\nMeat from one young coconut\n1 medium to large mango\n1 kiwi\n2 cups fresh baby spinach (or other leafy green)\n\nCalories: 331 | Fat: 4g (grams) | Protein: 6g | Carbs: 57.8g | Calcium: 25-30% | Vitamin A: 113% | Vitamin C: 253%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/coconut-smoothie-recipes/
142,Coconut Banana,1/2-1 cup coconut water\nMeat from one young coconut\n1 whole banana\n2 cups fresh baby spinach (or other leafy green)\n\nCalories: 345 | Fat: 3.6g (grams) | Protein: 6.3g | Carbs: 81.7g | Calcium: 24-29% | Vitamin A: 84% | Vitamin C: 154%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/coconut-smoothie-recipes/
143,Apple-Strawberry Beet Greens Smoothie,1 large apple, cored\n1 medium banana, peeled\n1 cup whole strawberries\n2 cups beet greens, chopped\n4-6 ounces of water\n\nCalories: 263 | Fat: 1.2g (grams) | Protein: 4.4g | Carbs: 66.4g | Calcium: 13% | Iron: 3.1mg (milligrams) | Vitamin A: 167% | Vitamin C: 140%,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/beet-greens-nutrition-and-green-smoothie-recipes/
144,Papaya-Citrus  Smoothie,1 cup papaya, cubed\n1 orange (or two small tangerines)\n1/2 cup pineapple, cubed\n2 cups beet greens, chopped\n1 stalk of celery\n4-6 ounces of water\n\nCalories: 188 | Fat: 0.7g (grams) | Protein: 4.5g | Carbs: 46.6g | Calcium: 21% | Iron: 2.6mg (milligrams) | Vitamin A: 230% | Vitamin C: 259%,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/beet-greens-nutrition-and-green-smoothie-recipes/
145,Pineapple-Kale Smoothie,1 cup fresh pineapple, chopped\n1 medium apple, cored\n2 cups kale, chopped\n8 ounces of filtered water\nCalories: 244 | Fat: 1g (grams) | Protein: 6g | Carbs: 60g | Calcium: 18% | Iron: 3.0 mg | Vitamin A: 693% | Vitamin C: 276%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/kale-green-smoothie-recipes/
146,Orange-Peach-Kale Smoothie,1 orange, peeled\n2 medium peaches\n2 cups kale, chopped\n8 ounces of filtered water\nCalories: 253 | Fat: 2g (grams) | Protein: 8g | Carbs: 61g | Calcium: 22% | Iron: 3.2 mg | Vitamin A: 731% | Vitamin C: 293%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/kale-green-smoothie-recipes/
147,Banana-Orange-Kale Smoothie,1 medium banana, peeled\n1 orange, peeled\n1/2 teaspoon fresh ginger, grated\n2 cups kale, chopped\n8 ounces of filtered water\nCalories: 241 | Fat: 2g (grams) | Protein: 7g | Carbs: 58g | Calcium: 21% | Iron: 2.8 mg | Vitamin A: 701% | Vitamin C: 282%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/kale-green-smoothie-recipes/
148,Orange-Kiwi-Kale Smoothie,1 orange, peeled\n2 kiwifruit\n1 small pear, cored\n2 cups kale, chopped\n8 ounces of filtered water\nCalories: 306 | Fat: 2g (grams) | Protein: 8g | Carbs: 74g | Calcium: 25% | Iron: 3.1 mg | Vitamin A: 703% | Vitamin C: 420%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/kale-green-smoothie-recipes/
149,Orange-Banana Rapini Smoothie,1 medium banana, peeled\n2 large orange, peeled and deseeded\n1/2 teaspoon fresh ginger, grated\n1 cup raw rapini, chopped\n4 ounces filtered water\nCalories: 185 | Fat: .8g (grams) | Protein: 4g | Carbs: 46g | Fiber: 7.3 grams | Calcium: 9% | Iron: 1.4mg (milligrams) | Vitamin A: 49% | Vitamin C: 112%,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/how-to-use-rapini-broccoli-raabrabe-in-green-smoothie-recipes/
150,Strawberry-Vanilla Rapini Smoothie,10 large strawberries (with tops, if organic)\n1 large pear, cored\n1 teaspoon pure vanilla extract\n1 cup raw rapini, chopped\n4 ounces filtered water\nCalories: 212 | Fat: 1g (grams) | Protein: 3g | Carbs: 51g | Fiber: 11.8 grams | Calcium: 8% | Iron: 2.0mg (milligrams) | Vitamin A: 37% | Vitamin C: 137%,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/how-to-use-rapini-broccoli-raabrabe-in-green-smoothie-recipes/
151,Papaya-Pineapple Rapini Smoothie,1 cup pineapple, cubed\n2 cups papaya, cubed\n1/2 teaspoon fresh ginger, grated\n1 cup raw rapini, chopped\n4 ounces coconut milk\nCalories: 232 | Fat: 3g (grams) | Protein: 4g | Carbs: 51g | Fiber: 8.5 grams | Calcium: 24% | Iron: 1.6mg (milligrams) | Vitamin A: 149% | Vitamin C: 289%,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/how-to-use-rapini-broccoli-raabrabe-in-green-smoothie-recipes/
152,Beet-Berry Smoothie,1 small beet root, peeled and chopped\n1/2 cup frozen blueberries\n1 cup strawberries\n1 small orange, peeled and deseeded\n8 ounces homemade almond milk\n\nCalories: 220 | Fat: 3g (grams) | Protein: 5g | Carbs: 46g | Calcium: 9% | Vitamin A: 31% | Vitamin C: 192%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/beet-smoothie-recipes-and-nutrition/
153,Grape-Root Tea Smoothie,1 medium carrot, peeled and chopped\n1 small beet, peeled and chopped\n1 cup red grapes\n1 clementine, peeled and deseeded\n1 teaspoon freshly grated ginger root\n8 ounces green tea, chilled\n\nCalories: 200 | Fat: 1g (grams) | Protein: 4g | Carbs: 50g | Calcium: 6% | Vitamin A: 344% | Vitamin C: 67%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/beet-smoothie-recipes-and-nutrition/
154,Beet-Apple Smoothie,1 medium banana, peeled\n1 large apple, cored and peeled\n4 ounces fresh beet juice\n\nCalories: 245 | Fat: 1g (grams) | Protein: 3g | Carbs: 63g | Calcium: 9% | Vitamin A: 31% | Vitamin C: 335%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/beet-smoothie-recipes-and-nutrition/
155,Basic Banana and Broccoli Smoothie,2 large bananas, peeled\n2 cups frozen broccoli, choppen\n8 ounces of filtered water\nCalories: 152 | Fat: 0.8g (gram) | Protein: 4g | Carbs: 37g | Calcium: 4% | Iron: 1mg | Vitamin A: 22% | Vitamin C: 103%\n\nNOTE: I recommend that you use a high-speed blender for the above recipe. Otherwise, add no more than a few florets to see how your blender performs.,<null>,<null>,http://www.incrediblesmoothies.com/recipes/broccoli-nutrition-and-green-smoothie-recipes/
156,Broccoli Grapefruit Detox,1 large banana, peeled\n1 cup broccoli, chopped\n1/2 red grapefruit, peeled\n8 ounces of homemade almond milk\nCalories: 264 | Fat: 4g (grams) | Protein: 7g | Carbs: 55g | Calcium: 10% | Iron: 1.5 mg | Vitamin A: 189% | Vitamin C: 202%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/broccoli-nutrition-and-green-smoothie-recipes/
157,Carrot-Apricot Smoothie,2 apricots\n1 apple\n2 cups fresh baby spinach (or other leafy green)\n2 whole carrots\n1/2 cup water\n\nCalories: 176 | Fat: 0.8g (grams) | Protein: 4.8g | Carbs: 43.7g | Calcium: 13% | Vitamin A: 453% | Vitamin C: 77%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/carrot-smoothie-recipes-and-nutrition/
158,Carrot-Mango Smoothie,1 mango\n2 cups fresh baby spinach (or other leafy green)\n2 whole carrots\n1/2 cup water\n\nCalories: 205 | Fat: 1g (gram) | Protein: 4.5g | Carbs: 52g | Calcium: 14% | Vitamin A: 458% | Vitamin C: 150%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/carrot-smoothie-recipes-and-nutrition/
159,Carrot-Apple Smoothie,2 whole carrots\n1 apple\n2 cups fresh baby spinach (or other leafy green)\n½ cucumber\n1/2 cup water\n\nCalories: 164 | Fat: 0.7g (grams) | Protein: 4.8g | Carbs: 41.3g | Calcium: 15.5% | Vitamin A: 430% | Vitamin C: 72%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/carrot-smoothie-recipes-and-nutrition/
160,Celery-Red Grape Smoothie,1 cup red grapes\n1 small banana, peeled\n2 medium stalk of celery, chopped\n1 head baby bok choy\n2 ounces of filtered water if needed\nCalories: 236 | Fat: 1g (grams) | Protein: 4g | Carbs: 56g | Calcium: 11% | Vitamin A: 76% | Vitamin C: 84%\n1 cup red grapes\n1 small banana, peeled\n2 medium stalk of celery, chopped\n1 head baby bok choy\n2 ounces of filtered water if needed\nCalories: 236 | Fat: 1g (grams) | Protein: 4g | Carbs: 56g | Calcium: 11% | Vitamin A: 76% | Vitamin C: 84%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/celery-smoothie-recipes-and-nutrition/
161,Celery-Pineapple Smoothie,1 small banana, peeled\n1 medium stalk celery, chopped\n1/2 cup pineapple, cubed\n2 cups fresh baby spinach\nNOTE: I make this smoothie with 1 cup parsley instead of spinach. If you want to be adventurous, give it a try.\n\nCalories: 151 | Fat: 1g (gram) | Protein: 4g | Carbs: 37g | Calcium: 8% | Vitamin A: 197% | Vitamin C: 74%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/celery-smoothie-recipes-and-nutrition/
162,Cucumber-Pear Smoothie,1 cucumber,\n2 pears,\n2 cups fresh baby spinach (or other leafy green),\n1/2 cup of water,\n\nCalories: 247 | Fat: 0.7g (grams) | Protein: 5.2g | Carbs: 65.3g | Calcium: 15% | Vitamin A: 88% | Vitamin C: 78%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/cucumber-smoothie-recipes-and-nutrition/
163,Low Calorie Cucumber-Melon,1 cucumber\n2 cups or 1/2 ripe honeydew melon\n1 teaspoon lemon juice\n2 tablespoons chopped fresh mint\n1/2 cup water\nCalories: 153 | Fat: 0.9g (grams) | Protein: 4.6g | Carbs: 37.1g | Calcium: 7% | Vitamin A: 222% | Vitamin C: 210%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/cucumber-smoothie-recipes-and-nutrition/
164,Cucumber-Cantaloupe Smoothie,2 cups or 1/2 ripe cantaloupe\n1 cup watermelon\n1 teaspoon lime juice\n2 cups fresh baby spinach (or other leafy green)\n1/2 cup water\n\nCalories: 209 | Fat: 0.9g (grams) | Protein: 7g | Carbs: 45.6g | Calcium: 15% | Vitamin A: 310% | Vitamin C: 260%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/cucumber-smoothie-recipes-and-nutrition/
165,Mango-Tomato Smoothie,1 mango, peeled and pitted\n4 ounces of homemade almond milk\n2 Campari tomatoes\n1 cup pineapple, cubed\n1 cup cilantro, loosely packed\n3 cups fresh baby spinach\nCalories: 274 | Fat: 1.6g (gram) | Protein: 6.5g | Carbs: 67g | Calcium: 16% | Iron: 4.0 mg | Vitamin A: 545% | Vitamin C: 252%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tomato-smoothie-recipes-nutrition-and-health-benefits/
166,The Raw V-Gr8,1 mango, peeled and pitted\n2 medium tomatoes, quartered\n1 medium carrot, chopped\n1 medium stalk celery, chopped\n2 ounces of water\nCalories: 210 | Fat: 1.3g (grams) | Protein: 4.1g | Carbs: 51.9g | Calcium: 7% | Iron: 1.2 mg | Vitamin A: 467% | Vitamin C: 104%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/tomato-smoothie-recipes-nutrition-and-health-benefits/
167,Lemon-Ginger Durian Smoothie,1 cup durian\n1 whole banana, peeled\n1 teaspoon fresh ginger, grated\n1 teaspoon cinnamon\na squeeze of lemon juice\n8 ounces of water\nAdd all ingredients and then blend on high until creamy and thoroughly mixed. Add additional lemon and/or ginger to taste, if desired.\n\nCalories: 471 | Fat: 13g (grams) | Protein: 5g | Carbs: 74g | Vitamin A: 6% | Folate: 28% | B1 (Thiamine): 79% | B2 (Riboflavin): 44% | B3 (Niacin): 22% | B5 (Pantothenic Acid): 19% | B6 (Pyridoxine): 93% | Vitamin C: 68% | Calcium: 5% | Copper: 68% | Iron: 20% | Magnesium: 27% | Manganese: 68% | Phosphorus: 18% | Potassium: 32% | Zinc: 8%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/durian-smoothie-recipes-and-nutrition/
168,Chocolate-Durian Smoothie,1 cup durian\n1 ounce cacao powder (more to taste, if desired)\n1 whole banana, peeled\n8 ounces of water\ndash of nutmeg or cayenne pepper (optional)\nAdd all ingredients and then blend on high until creamy and thoroughly mixed. Add additional seasonings to taste.\n\nCalories: 633 | Fat: 26g (grams) | Protein: 8g | Carbs: 100g | Vitamin A: 6% | Folate: 28% | B1 (Thiamine): 79% | B2 (Riboflavin): 44% | B3 (Niacin): 21% | B5 (Pantothenic Acid): 19% | B6 (Pyridoxine): 92% | Vitamin C: 86% | Calcium: 2% | Copper: 66% | Iron: 331% | Magnesium: 50% | Manganese: 48% | Phosphorus: 17% | Potassium: 32% | Zinc: 8%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/durian-smoothie-recipes-and-nutrition/
169,Super Antioxidant Blast Smoothie,1/2 cup fresh pomegranate arils\n100 grams of frozen acai berry puree\n1/2 cup blueberries\n1 banana, peeled\n8 ounces of unsweetened almond milk\nStart by adding the liquid to blender, followed by the soft fruit.  Blend on high for 30 seconds or until the smoothie is creamy.\n\nCalories: 334 | Fat: 8g (grams) | Protein: 6g | Carbs: 58g | Calcium: 5% | Iron: 0.8 mg | Folate: 61.1 mcg | Vitamin A: 33% | Vitamin C: 41%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/super-acai-antioxidant-blast-smoothie-recipe-with-pomegranate/
170,Acai with Strawberry and Blueberry Smoothie,10 strawberries\n1/2 cup blueberries\n1 3.5 (100 gram) serving of frozen acai berry puree OR 1 ounce acai juice\n1 banana, peeled\n3 cups baby kale\n1 tablespoon cacao powder\n8 ounces unsweetened almond milk\nStart by adding the liquid to blender, followed by the soft fruit.  Blend on high for 30 seconds or until the smoothie is creamy.\n\nCalories: 383 | Fat: 8g (grams) | Protein: 10g | Fiber: 15.2 grams | Carbs: 63g | Calcium: 25% | Iron: 3.3 mg | Folate: 56.8 mcg | Vitamin A: 97% | Vitamin C: 256%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/acai-with-strawberry-and-blueberry-smoothie-recipe/
171,Morning Energy Green Smoothie,1 medium banana, peeled\n1 kiwi, peeled\n3 tablespoons goji berries\n1 tablespoon Cacao powder\n1 stalk of celery, chopped\n1 cup fresh baby spinach, chopped\n8 ounces of coconut water\n2 to 3 ice cubes to chill if desired\nStart by adding the liquid to blender, followed by the soft fruit.  Blend on high for 30 seconds or until the smoothie is creamy.\n\nCalories: 317 | Fat: 2g (grams) | Protein: 9g | Fiber: 11.4 grams | Carbs: 72g | Calcium: 16% | Iron: 5.3 mg | Folate: 159 mcg | Vitamin A: 280% | Vitamin C: 307%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/morning-energy-green-smoothie-recipe-with-banana-kiwi-and-cacao/
172,Chocolate-Banana with Goji Berries Recipe,2 small bananas, peeled\n2 tablespoons cacao powder\n1/3 cup dried Goji berries\n1 cup red grapes\n2 cups (or large handfuls) of fresh baby spinach\n1/2 cup frozen blueberries (or strawberries)\n1 scoop of protein powder (optional)\n4 to 6 ounces of filtered water\nStart by adding the liquid to blender, followed by the soft fruit.  Blend on high for 30 seconds or until the smoothie is creamy.\n\nCalories: 604 | Fat: 14.3 grams | Protein: 15.7 grams | Carbs: 140g | Calcium: 18% | Vitamin A: 91% | Vitamin C: 128%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/chocolate-banana-smoothie-with-goji-berries-antioxidant-supershake/
173,Pomegranate Smoothie,1 cup pomegranate juice\n1 Fuji apple, cored\n1/2 carrot\n2 large handfuls of raw baby spinach\nAdd ice to chill if desired\nStart by adding the liquid to blender, followed by the soft fruit.  Blend on high for 30 seconds or until the smoothie is creamy.\n\nCalories: 295 | Fat: 0.7 grams | Protein: 5g | Fiber: 36% | Carbs: 73g | Calcium: 10% | Iron: 3.2 mg | Vitamin A: 89% | Vitamin C: 61%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pomegranate-smoothie-recipes-and-nutrition/
179,Apple-Pear-Banana Smoothie,1 apple\n1 banana\n1 pear\n2 cups fresh baby spinach (or other leafy green)\n1 stalk of celery\n1/2 – 1 cup water\n\nCalories: 305 | Fat: 0.9g (grams) | Protein: 4.8g | Carbs: 79.1g | Calcium: 13% | Vitamin A: 88% | Vitamin C: 85%,<null>,<null>,http://www.incrediblesmoothies.com/recipes/apple-smoothie-recipes-and-nutrition/
180,Lemon-Orange with Apple Smoothie,½ large lemon, peeled \n1 large orange, peeled\n1 large organic apple, cored\n2 cups or handfuls organic baby spinach (or other leafy green)\n8 ounces of filtered water\n\nCalories: 206 | Fat: 0g| Protein: 3g | Carbs: 53 | Calcium: 14% | Vitamin A: 261% | Vitamin C: 167%\n,<null>,<null>,http://www.incrediblesmoothies.com/recipes/lemon-orange-with-apple-green-smoothie-recipe/
181,Pineapple-Celery Green Smoothie,1 and 1/2 bananas, peeled\r1 cup pineapple, cubed\r2 small stalks of celery\r1/2 cup fresh, flat-leaf parsley (stuffed into the 1/2 cup measuring cup)\r3 cups fresh dandelion greens (or kale, spinach, collards)\r8 ounces unsweetened almond milk (or make your own)\rCalories: 330 | Fat: 2g| Protein: 10g | Carbs: 80g | Fiber 14.2g | Calcium: 33% | Iron 8mg | Vitamin A: 140% | Vitamin C: 257%\r,<null>,<null>,http://www.incrediblesmoothies.com/recipes/pineapple-celery-green-smoothie-recipe/
182,Carrot Apple Ginger Green Smoothie,2 medium carrots, chopped\r1 medium apple, cored\r2 large handfuls of baby spinach\r1 tablespoon freshly grated ginger root\r8 ounces of filtered water\rCalories: 157 | Fat: 0.6g| Protein: 4g | Carbs: 36g | Fiber 30% | Calcium: 13% | Iron 2.2mg | Vitamin A: 427% | Vitamin C: 65%\r,<null>,<null>,http://www.incrediblesmoothies.com/recipes/carrot-apple-ginger-green-smoothie-recipe/
183,Easy Detox Smoothie,1 red grapefruit, peeled (use green grapes instead to make sweeter)\r1 banana, peeled\r4 cups dandelion greens (or kale), chopped\r1 cup unsweetened coconut milk\rCalories: 367 | Fat: 7| Protein: 9g | Carbs: 74g | Calcium: 64% | Iron 7.3g ,<null>,<null>,http://www.incrediblesmoothies.com/detox/how-to-make-a-detox-smoothie/
184,Banana-Avocado-Plum Smoothie,1 head baby bok choy\r1 cup kale\r1 red plum, pitted\r1 medium banana, peeled\r1/4 avocado\rCalories: 258 | Fat: 9g| Protein: 7g | Carbs: 46g | Calcium: 16% | Iron 2.2 | Vitamin A: 185% | Vitamin C: 178%\r,<null>,<null>,http://www.incrediblesmoothies.com/green-smoothies/diabetes/green-smoothie-recipes-for-type-2-diabetes/
185,Ginger Hopper,1/4-inch slice ginger root\n4-5 carrots, greens removed\n1/2 apple, seeded\n\nPush ginger through hopper with carrots and apple.,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
186,Fresh Complexion Express,2 slices pineapple, with skin\r½ cucumber\r½ apple, seeded\r\rPush pineapple through hopper with cucumber and apple.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
187,Energy Shake,Handful parsley\r4-6 carrots, greens removed\rParsley sprig for garnish\r\rBunch up parsley and push through hopper with carrots.  Garnish with sprig of parsley.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
188,Calcium-Rich Cocktail,3 kale leaves\rSmall handful parsley\r4-5 carrots, greens removed\r½ apple, seeded\r\rBunch up kale and parsley, and push through hopper with carrots and apple.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
189,Green Surprise,1 large kale leaf\r2-3 green apples, seeded\rLime twist for garnish\r\rBunch up kale leaf and push through hopper with apples.  Garnish with lime twist. \r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
190,Beauty Spa Express,Small handful parsley\rHandful spinach\r4-5 carrots, greens removed\r½ apple, seeded\r\rBunch of parsley and spinach, and push through hopper with carrots and apple.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
191,Cherie's Cleansing Cocktail,¼-inch slice ginger root\r1 beet\r½ apple, seeded\r4 carrots, greens removed\r\rPush ginger, beet and apple through hopper with carrots.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
192,Garden Salad Special,3 broccoli flowerets\r1 garlic clove\r4-5 carrots or 2 tomatoes\r2 stalks celery\r½ green pepper\r\rPush broccoli and garlic through hopper with carrots or tomatoes.  Follow with celery and green pepper.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
193,Morning Tonic,1 grapefruit, peeled (leave white, pithy part)\r1 apple, seeded\r\rPush grapefruit through hopper with apple.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
194,Vitamin E-Rich Drink,Small handful spinach\r4-5 carrots, greens removed\r3-4 asparagus spears\r\rBunch up spinach and push through hopper with carrots and asparagus.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
195,Molybdenum Drink,Small handful spinach\r1 garlic clove\r4-5 carrots, greens removed\r4 small cauliflower buds\r\rBunch up spinach with garlic, and push through hopper with carrots and cauliflower.\r,<null>,<null>,http://www.amazon.com/Juicing-Life-Guide-Benefits-Vegetable/dp/0895295121
